HomeTeam,AwayTeam,FTR,
,Bournemouth,Tottenham,H
,Cardiff,Crystal Palace,A
,Newcastle,Liverpool,A
,West Ham,Southampton,H
,Wolves,Fulham,H
,Arsenal,Brighton,D
,Chelsea,Watford,H
,Huddersfield,Man United,D
,Man City,Leicester,H
,Brighton,Man City,A
,Burnley,Arsenal,A
,Crystal Palace,Bournemouth,H
,Fulham,Newcastle,A
,Leicester,Chelsea,D
,Liverpool,Wolves,H
,Man United,Cardiff,A
,Southampton,Huddersfield,D
,Tottenham,Everton,D
,Watford,West Ham,A
,Liverpool,Norwich,H
,West Ham,Man City,A
,Bournemouth,Sheffield United,D
,Burnley,Southampton,H
,Crystal Palace,Everton,D
,Watford,Brighton,A
,Tottenham,Aston Villa,H
,Leicester,Wolves,D
,Newcastle,Arsenal,A
,Man United,Chelsea,H
,Arsenal,Burnley,H
,Aston Villa,Bournemouth,A
,Brighton,West Ham,D
,Everton,Watford,H
,Norwich,Newcastle,H
,Southampton,Liverpool,A
,Man City,Tottenham,D
,Sheffield United,Crystal Palace,H
,Chelsea,Leicester,D
,Wolves,Man United,D
,Aston Villa,Everton,H
,Norwich,Chelsea,A
,Brighton,Southampton,A
,Man United,Crystal Palace,A
,Sheffield United,Leicester,A
,Watford,West Ham,A
,Liverpool,Arsenal,H
,Bournemouth,Man City,A
,Tottenham,Newcastle,A
,Wolves,Burnley,D
,Southampton,Man United,D
,Chelsea,Sheffield United,D
,Crystal Palace,Aston Villa,H
,Leicester,Bournemouth,H
,Man City,Brighton,H
,Newcastle,Watford,D
,West Ham,Norwich,H
,Burnley,Liverpool,A
,Everton,Wolves,H
,Arsenal,Tottenham,D
,Liverpool,Newcastle,H
,Brighton,Burnley,D
,Man United,Leicester,H
,Sheffield United,Southampton,A
,Tottenham,Crystal Palace,H
,Wolves,Chelsea,A
,Norwich,Man City,H
,Bournemouth,Everton,H
,Watford,Arsenal,D
,Aston Villa,West Ham,D
,Southampton,Bournemouth,A
,Leicester,Tottenham,H
,Burnley,Norwich,H
,Everton,Sheffield United,A
,Man City,Watford,H
,Newcastle,Brighton,D
,Crystal Palace,Wolves,D
,West Ham,Man United,H
,Arsenal,Aston Villa,H
,Chelsea,Liverpool,A
,Sheffield United,Liverpool,A
,Aston Villa,Burnley,D
,Bournemouth,West Ham,D
,Chelsea,Brighton,H
,Crystal Palace,Norwich,H
,Tottenham,Southampton,H
,Wolves,Watford,H
,Everton,Man City,A
,Leicester,Newcastle,H
,Man United,Arsenal,D
,Brighton,Tottenham,H
,Burnley,Everton,H
,Liverpool,Leicester,H
,Norwich,Aston Villa,A
,Watford,Sheffield United,D
,West Ham,Crystal Palace,A
,Arsenal,Bournemouth,H
,Man City,Wolves,A
,Southampton,Chelsea,A
,Newcastle,Man United,H
,Everton,West Ham,H
,Aston Villa,Brighton,H
,Bournemouth,Norwich,D
,Chelsea,Newcastle,H
,Leicester,Burnley,H
,Tottenham,Watford,D
,Wolves,Southampton,D
,Crystal Palace,Man City,A
,Man United,Liverpool,D
,Sheffield United,Arsenal,H
,Southampton,Leicester,A
,Man City,Aston Villa,H
,Brighton,Everton,H
,Watford,Bournemouth,D
,West Ham,Sheffield United,D
,Burnley,Chelsea,A
,Newcastle,Wolves,D
,Arsenal,Crystal Palace,D
,Liverpool,Tottenham,H
,Norwich,Man United,A
,Bournemouth,Man United,H
,Arsenal,Wolves,D
,Aston Villa,Liverpool,A
,Brighton,Norwich,H
,Man City,Southampton,H
,Sheffield United,Burnley,H
,West Ham,Newcastle,A
,Watford,Chelsea,A
,Crystal Palace,Leicester,A
,Everton,Tottenham,D
,Norwich,Watford,A
,Chelsea,Crystal Palace,H
,Burnley,West Ham,H
,Newcastle,Bournemouth,H
,Southampton,Everton,A
,Tottenham,Sheffield United,D
,Leicester,Arsenal,H
,Man United,Brighton,H
,Wolves,Aston Villa,H
,Liverpool,Man City,H
,West Ham,Tottenham,A
,Arsenal,Southampton,D
,Bournemouth,Wolves,A
,Brighton,Leicester,A
,Crystal Palace,Liverpool,A
,Everton,Norwich,A
,Watford,Burnley,A
,Man City,Chelsea,H
,Sheffield United,Man United,D
,Aston Villa,Newcastle,H
,Newcastle,Man City,D
,Burnley,Crystal Palace,A
,Chelsea,West Ham,A
,Liverpool,Brighton,H
,Tottenham,Bournemouth,H
,Southampton,Watford,H
,Norwich,Arsenal,D
,Wolves,Sheffield United,D
,Leicester,Everton,H
,Man United,Aston Villa,D
,Crystal Palace,Bournemouth,H
,Burnley,Man City,A
,Chelsea,Aston Villa,H
,Leicester,Watford,H
,Man United,Tottenham,H
,Southampton,Norwich,H
,Wolves,West Ham,H
,Liverpool,Everton,H
,Sheffield United,Newcastle,A
,Arsenal,Brighton,A
,Everton,Chelsea,H
,Bournemouth,Liverpool,A
,Tottenham,Burnley,H
,Watford,Crystal Palace,D
,Man City,Man United,A
,Aston Villa,Leicester,A
,Newcastle,Southampton,H
,Norwich,Sheffield United,A
,Brighton,Wolves,D
,West Ham,Arsenal,A
,Liverpool,Watford,H
,Burnley,Newcastle,H
,Chelsea,Bournemouth,A
,Leicester,Norwich,D
,Sheffield United,Aston Villa,H
,Southampton,West Ham,A
,Man United,Everton,D
,Wolves,Tottenham,A
,Arsenal,Man City,A
,Crystal Palace,Brighton,D
,Everton,Arsenal,D
,Aston Villa,Southampton,A
,Bournemouth,Burnley,A
,Brighton,Sheffield United,A
,Newcastle,Crystal Palace,H
,Norwich,Wolves,A
,Man City,Leicester,H
,Watford,Man United,H
,Tottenham,Chelsea,A
,Tottenham,Brighton,H
,Aston Villa,Norwich,H
,Bournemouth,Arsenal,D
,Chelsea,Southampton,A
,Crystal Palace,West Ham,H
,Everton,Burnley,H
,Sheffield United,Watford,D
,Man United,Newcastle,H
,Leicester,Liverpool,A
,Wolves,Man City,H
,Brighton,Bournemouth,H
,Newcastle,Everton,A
,Southampton,Crystal Palace,D
,Watford,Aston Villa,H
,Norwich,Tottenham,D
,West Ham,Leicester,A
,Burnley,Man United,A
,Arsenal,Chelsea,A
,Liverpool,Wolves,H
,Man City,Sheffield United,H
,Brighton,Chelsea,D
,Burnley,Aston Villa,A
,Newcastle,Leicester,A
,Southampton,Tottenham,H
,Watford,Wolves,H
,Man City,Everton,H
,Norwich,Crystal Palace,D
,West Ham,Bournemouth,H
,Arsenal,Man United,H
,Liverpool,Sheffield United,H
,Sheffield United,West Ham,H
,Crystal Palace,Arsenal,D
,Chelsea,Burnley,H
,Everton,Brighton,H
,Leicester,Southampton,A
,Man United,Norwich,H
,Wolves,Newcastle,D
,Tottenham,Liverpool,A
,Bournemouth,Watford,A
,Aston Villa,Man City,A
,Watford,Tottenham,D
,Arsenal,Sheffield United,D
,Brighton,Aston Villa,D
,Man City,Crystal Palace,D
,Norwich,Bournemouth,H
,Southampton,Wolves,A
,West Ham,Everton,D
,Newcastle,Chelsea,H
,Burnley,Leicester,H
,Liverpool,Man United,H
,Aston Villa,Watford,H
,Bournemouth,Brighton,H
,Crystal Palace,Southampton,A
,Everton,Newcastle,D
,Sheffield United,Man City,A
,Chelsea,Arsenal,D
,Leicester,West Ham,H
,Tottenham,Norwich,H
,Man United,Burnley,A
,Wolves,Liverpool,A
,West Ham,Liverpool,A
,Leicester,Chelsea,D
,Bournemouth,Aston Villa,H
,Crystal Palace,Sheffield United,A
,Liverpool,Southampton,H
,Newcastle,Norwich,D
,Watford,Everton,A
,West Ham,Brighton,D
,Man United,Wolves,D
,Burnley,Arsenal,D
,Tottenham,Man City,H
,Everton,Crystal Palace,H
,Brighton,Watford,D
,Sheffield United,Bournemouth,H
,Wolves,Leicester,D
,Southampton,Burnley,A
,Norwich,Liverpool,A
,Aston Villa,Tottenham,A
,Arsenal,Newcastle,H
,Chelsea,Man United,A
,Man City,West Ham,H
,Chelsea,Tottenham,H
,Burnley,Bournemouth,H
,Crystal Palace,Newcastle,H
,Sheffield United,Brighton,D
,Southampton,Aston Villa,H
,Leicester,Man City,A
,Man United,Watford,H
,Wolves,Norwich,H
,Arsenal,Everton,H
,Liverpool,West Ham,H
,Norwich,Leicester,H
,Brighton,Crystal Palace,A
,Bournemouth,Chelsea,D
,Newcastle,Burnley,D
,West Ham,Southampton,H
,Watford,Liverpool,H
,Everton,Man United,D
,Tottenham,Wolves,A
,Liverpool,Bournemouth,H
,Arsenal,West Ham,H
,Crystal Palace,Watford,H
,Sheffield United,Norwich,H
,Southampton,Newcastle,A
,Wolves,Brighton,D
,Burnley,Tottenham,D
,Chelsea,Everton,H
,Man United,Man City,H
,Leicester,Aston Villa,H
,Aston Villa,Sheffield United,D
,Man City,Arsenal,H
,Norwich,Southampton,A
,Tottenham,Man United,D
,Watford,Leicester,D
,Brighton,Arsenal,H
,West Ham,Wolves,A
,Bournemouth,Crystal Palace,A
,Newcastle,Sheffield United,H
,Aston Villa,Chelsea,A
,Everton,Liverpool,D
,Man City,Burnley,H
,Leicester,Brighton,D
,Tottenham,West Ham,H
,Man United,Sheffield United,H
,Newcastle,Aston Villa,D
,Norwich,Everton,A
,Wolves,Bournemouth,H
,Liverpool,Crystal Palace,H
,Burnley,Watford,H
,Southampton,Arsenal,A
,Chelsea,Man City,H
,Aston Villa,Wolves,A
,Watford,Southampton,A
,Crystal Palace,Burnley,A
,Brighton,Man United,A
,Arsenal,Norwich,H
,Bournemouth,Newcastle,A
,Everton,Leicester,H
,West Ham,Chelsea,H
,Sheffield United,Tottenham,H
,Man City,Liverpool,H
,Norwich,Brighton,A
,Leicester,Crystal Palace,H
,Man United,Bournemouth,H
,Wolves,Arsenal,A
,Chelsea,Watford,H
,Burnley,Sheffield United,D
,Newcastle,West Ham,D
,Liverpool,Aston Villa,H
,Southampton,Man City,H
,Tottenham,Everton,H
,Crystal Palace,Chelsea,A
,Watford,Norwich,H
,Arsenal,Leicester,D
,Man City,Newcastle,H
,Sheffield United,Wolves,H
,West Ham,Burnley,A
,Brighton,Liverpool,A
,Bournemouth,Tottenham,D
,Everton,Southampton,D
,Aston Villa,Man United,A
,Norwich,West Ham,A
,Watford,Newcastle,H
,Liverpool,Burnley,D
,Sheffield United,Chelsea,H
,Brighton,Man City,A
,Wolves,Everton,H
,Aston Villa,Crystal Palace,H
,Tottenham,Arsenal,H
,Bournemouth,Leicester,H
,Man United,Southampton,D
,Chelsea,Norwich,H
,Burnley,Wolves,D
,Man City,Bournemouth,H
,Newcastle,Tottenham,A
,Arsenal,Liverpool,H
,Everton,Aston Villa,D
,Leicester,Sheffield United,H
,Crystal Palace,Man United,A
,Southampton,Brighton,D
,West Ham,Watford,H
,Norwich,Burnley,A
,Bournemouth,Southampton,A
,Tottenham,Leicester,H
,Brighton,Newcastle,D
,Sheffield United,Everton,A
,Wolves,Crystal Palace,H
,Watford,Man City,A
,Aston Villa,Arsenal,H
,Man United,West Ham,D
,Liverpool,Chelsea,H
,Arsenal,Watford,H
,Burnley,Brighton,A
,Chelsea,Wolves,H
,Crystal Palace,Tottenham,D
,Everton,Bournemouth,A
,Leicester,Man United,A
,Man City,Norwich,H
,Newcastle,Liverpool,A
,Southampton,Sheffield United,H
,West Ham,Aston Villa,D
,Fulham,Arsenal,A
,Crystal Palace,Southampton,H
,Liverpool,Leeds,H
,West Ham,Newcastle,A
,West Brom,Leicester,A
,Tottenham,Everton,A
,Brighton,Chelsea,A
,Sheffield United,Wolves,A
,Everton,West Brom,H
,Leeds,Fulham,H
,Man United,Crystal Palace,A
,Arsenal,West Ham,H
,Southampton,Tottenham,A
,Newcastle,Brighton,A
,Chelsea,Liverpool,A
,Leicester,Burnley,H
,Aston Villa,Sheffield United,H
,Wolves,Man City,A
,Brighton,Man United,A
,Crystal Palace,Everton,A
,West Brom,Chelsea,D
,Burnley,Southampton,A
,Sheffield United,Leeds,A
,Tottenham,Newcastle,D
,Man City,Leicester,A
,West Ham,Wolves,H
,Fulham,Aston Villa,A
,Liverpool,Arsenal,H
,Chelsea,Crystal Palace,H
,Everton,Brighton,H
,Leeds,Man City,D
,Newcastle,Burnley,H
,Leicester,West Ham,A
,Southampton,West Brom,H
,Arsenal,Sheffield United,H
,Wolves,Fulham,H
,Man United,Tottenham,A
,Aston Villa,Liverpool,H
,Everton,Liverpool,D
,Chelsea,Southampton,D
,Man City,Arsenal,H
,Newcastle,Man United,A
,Sheffield United,Fulham,D
,Crystal Palace,Brighton,D
,Tottenham,West Ham,D
,Leicester,Aston Villa,A
,West Brom,Burnley,D
,Leeds,Wolves,A
,Aston Villa,Leeds,A
,West Ham,Man City,D
,Fulham,Crystal Palace,A
,Man United,Chelsea,D
,Liverpool,Sheffield United,H
,Southampton,Everton,H
,Wolves,Newcastle,D
,Arsenal,Leicester,A
,Brighton,West Brom,D
,Burnley,Tottenham,A
,Wolves,Crystal Palace,H
,Sheffield United,Man City,A
,Burnley,Chelsea,A
,Liverpool,West Ham,H
,Aston Villa,Southampton,A
,Newcastle,Everton,H
,Man United,Arsenal,A
,Tottenham,Brighton,H
,Fulham,West Brom,H
,Leeds,Leicester,A
,Brighton,Burnley,D
,Southampton,Newcastle,H
,Everton,Man United,A
,Crystal Palace,Leeds,H
,Chelsea,Sheffield United,H
,West Ham,Fulham,H
,West Brom,Tottenham,A
,Leicester,Wolves,H
,Man City,Liverpool,D
,Arsenal,Aston Villa,A
,Newcastle,Chelsea,A
,Aston Villa,Brighton,A
,Tottenham,Man City,H
,Man United,West Brom,H
,Fulham,Everton,A
,Sheffield United,West Ham,A
,Leeds,Arsenal,D
,Liverpool,Leicester,H
,Burnley,Crystal Palace,H
,Wolves,Southampton,D
,Crystal Palace,Newcastle,A
,Brighton,Liverpool,D
,Man City,Burnley,H
,Everton,Leeds,A
,West Brom,Sheffield United,H
,Southampton,Man United,A
,Chelsea,Tottenham,D
,Arsenal,Wolves,A
,Leicester,Fulham,A
,West Ham,Aston Villa,H
,Burnley,Everton,D
,Man City,Fulham,H
,West Ham,Man United,A
,Chelsea,Leeds,H
,West Brom,Crystal Palace,A
,Sheffield United,Leicester,A
,Tottenham,Arsenal,H
,Liverpool,Wolves,H
,Brighton,Southampton,A
,Leeds,West Ham,A
,Wolves,Aston Villa,A
,Newcastle,West Brom,H
,Man United,Man City,D
,Everton,Chelsea,H
,Southampton,Sheffield United,H
,Crystal Palace,Tottenham,D
,Fulham,Liverpool,D
,Arsenal,Burnley,A
,Leicester,Brighton,H
,Wolves,Chelsea,H
,Man City,West Brom,D
,Arsenal,Southampton,D
,Leeds,Newcastle,H
,Leicester,Everton,A
,Fulham,Brighton,D
,Liverpool,Tottenham,H
,West Ham,Crystal Palace,D
,Aston Villa,Burnley,D
,Sheffield United,Man United,A
,Crystal Palace,Liverpool,A
,Southampton,Man City,A
,Everton,Arsenal,H
,Newcastle,Fulham,D
,Brighton,Sheffield United,D
,Tottenham,Leicester,A
,Man United,Leeds,H
,West Brom,Aston Villa,A
,Burnley,Wolves,H
,Chelsea,West Ham,H
,Leicester,Man United,D
,Aston Villa,Crystal Palace,H
,Fulham,Southampton,D
,Arsenal,Chelsea,H
,Man City,Newcastle,H
,Sheffield United,Everton,A
,Leeds,Burnley,H
,West Ham,Brighton,D
,Liverpool,West Brom,D
,Wolves,Tottenham,D
,Crystal Palace,Leicester,D
,Chelsea,Aston Villa,D
,Brighton,Arsenal,A
,Burnley,Sheffield United,H
,Southampton,West Ham,D
,West Brom,Leeds,A
,Man United,Wolves,H
,Newcastle,Liverpool,D
,Everton,West Ham,A
,Man United,Aston Villa,H
,Tottenham,Leeds,H
,Crystal Palace,Sheffield United,H
,Brighton,Wolves,D
,West Brom,Arsenal,A
,Newcastle,Leicester,A
,Chelsea,Man City,A
,Southampton,Liverpool,H
,Sheffield United,Newcastle,H
,Burnley,Man United,A
,Wolves,Everton,A
,Man City,Brighton,H
,Tottenham,Fulham,D
,Arsenal,Crystal Palace,D
,Wolves,West Brom,A
,Leeds,Brighton,A
,West Ham,Burnley,H
,Fulham,Chelsea,A
,Leicester,Southampton,H
,Sheffield United,Tottenham,A
,Liverpool,Man United,D
,Man City,Crystal Palace,H
,Arsenal,Newcastle,H
,West Ham,West Brom,H
,Leicester,Chelsea,H
,Man City,Aston Villa,H
,Fulham,Man United,A
,Liverpool,Burnley,A
,Aston Villa,Newcastle,H
,Crystal Palace,West Ham,A
,Newcastle,Leeds,A
,Southampton,Arsenal,A
,West Brom,Man City,A
,Burnley,Aston Villa,H
,Chelsea,Wolves,D
,Brighton,Fulham,D
,Everton,Leicester,D
,Man United,Sheffield United,A
,Tottenham,Liverpool,A
,Everton,Newcastle,A
,Crystal Palace,Wolves,H
,Man City,Sheffield United,H
,West Brom,Fulham,D
,Arsenal,Man United,D
,Southampton,Aston Villa,A
,Chelsea,Burnley,H
,Leicester,Leeds,A
,West Ham,Liverpool,A
,Brighton,Tottenham,H
,Sheffield United,West Brom,H
,Wolves,Arsenal,H
,Man United,Southampton,H
,Newcastle,Crystal Palace,A
,Burnley,Man City,A
,Fulham,Leicester,A
,Leeds,Everton,A
,Aston Villa,West Ham,A
,Liverpool,Brighton,A
,Tottenham,Chelsea,A
,Aston Villa,Arsenal,H
,Burnley,Brighton,D
,Newcastle,Southampton,H
,Fulham,West Ham,D
,Man United,Everton,D
,Tottenham,West Brom,H
,Wolves,Leicester,D
,Liverpool,Man City,A
,Sheffield United,Chelsea,A
,Leeds,Crystal Palace,H
,Leicester,Liverpool,H
,Crystal Palace,Burnley,A
,Man City,Tottenham,H
,Brighton,Aston Villa,D
,Southampton,Wolves,A
,West Brom,Man United,D
,Arsenal,Leeds,H
,Everton,Fulham,A
,West Ham,Sheffield United,H
,Chelsea,Newcastle,H
,Burnley,Fulham,D
,Everton,Man City,A
,Wolves,Leeds,H
,Southampton,Chelsea,D
,Burnley,West Brom,D
,Liverpool,Everton,A
,Fulham,Sheffield United,H
,West Ham,Tottenham,H
,Aston Villa,Leicester,A
,Arsenal,Man City,A
,Man United,Newcastle,H
,Brighton,Crystal Palace,A
,Leeds,Southampton,H
,Man City,West Ham,H
,West Brom,Brighton,H
,Leeds,Aston Villa,A
,Newcastle,Wolves,D
,Crystal Palace,Fulham,D
,Leicester,Arsenal,A
,Tottenham,Burnley,H
,Chelsea,Man United,D
,Sheffield United,Liverpool,A
,Everton,Southampton,H
,Man City,Wolves,H
,Burnley,Leicester,D
,Sheffield United,Aston Villa,H
,Crystal Palace,Man United,D
,Fulham,Tottenham,A
,West Brom,Everton,A
,Liverpool,Chelsea,A
,Burnley,Arsenal,D
,Sheffield United,Southampton,A
,Aston Villa,Wolves,D
,Brighton,Leicester,A
,West Brom,Newcastle,D
,Liverpool,Fulham,A
,Man City,Man United,A
,Tottenham,Crystal Palace,H
,Chelsea,Everton,H
,West Ham,Leeds,H
,Man City,Southampton,H
,Newcastle,Aston Villa,D
,Leeds,Chelsea,D
,Crystal Palace,West Brom,H
,Everton,Burnley,A
,Fulham,Man City,A
,Southampton,Brighton,A
,Leicester,Sheffield United,H
,Arsenal,Tottenham,H
,Man United,West Ham,H
,Wolves,Liverpool,A
,Fulham,Leeds,A
,Brighton,Newcastle,H
,West Ham,Arsenal,D
,Aston Villa,Tottenham,A
,Chelsea,West Brom,A
,Leeds,Sheffield United,H
,Leicester,Man City,A
,Arsenal,Liverpool,A
,Southampton,Burnley,H
,Newcastle,Tottenham,D
,Aston Villa,Fulham,H
,Man United,Brighton,H
,Everton,Crystal Palace,D
,Wolves,West Ham,A
,Fulham,Wolves,A
,Man City,Leeds,A
,Liverpool,Aston Villa,H
,Crystal Palace,Chelsea,A
,Burnley,Newcastle,A
,West Ham,Leicester,H
,Tottenham,Man United,A
,Sheffield United,Arsenal,A
,West Brom,Southampton,H
,Brighton,Everton,D
,Everton,Tottenham,D
,Newcastle,West Ham,H
,Wolves,Sheffield United,H
,Arsenal,Fulham,D
,Man United,Burnley,H
,Leeds,Liverpool,D
,Chelsea,Brighton,D
,Tottenham,Southampton,H
,Aston Villa,Man City,A
,Leicester,West Brom,H
,Arsenal,Everton,A
,Liverpool,Newcastle,D
,West Ham,Chelsea,A
,Sheffield United,Brighton,H
,Wolves,Burnley,A
,Leeds,Man United,D
,Aston Villa,West Brom,D
,Leicester,Crystal Palace,H
,Southampton,Leicester,D
,Crystal Palace,Man City,A
,Brighton,Leeds,H
,Chelsea,Fulham,H
,Everton,Aston Villa,A
,Newcastle,Arsenal,A
,Tottenham,Sheffield United,H
,West Brom,Wolves,D
,Burnley,West Ham,A
,Leicester,Newcastle,A
,Leeds,Tottenham,H
,Sheffield United,Crystal Palace,A
,Man City,Chelsea,A
,Liverpool,Southampton,H
,Wolves,Brighton,H
,Aston Villa,Man United,A
,West Ham,Everton,A
,Arsenal,West Brom,H
,Fulham,Burnley,A
,Man United,Leicester,A
,Southampton,Crystal Palace,H
,Chelsea,Arsenal,A
,Aston Villa,Everton,D
,Man United,Liverpool,A
,Newcastle,Man City,A
,Burnley,Leeds,A
,Southampton,Fulham,H
,Brighton,West Ham,D
,Crystal Palace,Aston Villa,H
,Tottenham,Wolves,H
,West Brom,Liverpool,A
,Everton,Sheffield United,A
,Man United,Fulham,D
,Southampton,Leeds,A
,Brighton,Man City,H
,Chelsea,Leicester,H
,Everton,Wolves,H
,Newcastle,Sheffield United,H
,Tottenham,Aston Villa,A
,Crystal Palace,Arsenal,A
,Burnley,Liverpool,A
,West Brom,West Ham,A
,Arsenal,Brighton,H
,Aston Villa,Chelsea,H
,Fulham,Newcastle,A
,Leeds,West Brom,H
,Leicester,Tottenham,A
,Liverpool,Crystal Palace,H
,Man City,Everton,H
,Sheffield United,Burnley,H
,West Ham,Southampton,H
,Wolves,Man United,A
,Brentford,Arsenal,H
,Man United,Leeds,H
,Burnley,Brighton,A
,Chelsea,Crystal Palace,H
,Everton,Southampton,H
,Leicester,Wolves,H
,Watford,Aston Villa,H
,Norwich,Liverpool,A
,Newcastle,West Ham,A
,Tottenham,Man City,H
,Liverpool,Burnley,H
,Aston Villa,Newcastle,H
,Crystal Palace,Brentford,D
,Leeds,Everton,D
,Man City,Norwich,H
,Brighton,Watford,H
,Southampton,Man United,D
,Wolves,Tottenham,A
,Arsenal,Chelsea,A
,West Ham,Leicester,H
,Man City,Arsenal,H
,Aston Villa,Brentford,D
,Brighton,Everton,A
,Newcastle,Southampton,D
,Norwich,Leicester,A
,West Ham,Crystal Palace,D
,Liverpool,Chelsea,D
,Burnley,Leeds,D
,Tottenham,Watford,H
,Wolves,Man United,A
,Crystal Palace,Tottenham,H
,Arsenal,Norwich,H
,Brentford,Brighton,A
,Leicester,Man City,A
,Man United,Newcastle,H
,Southampton,West Ham,D
,Watford,Wolves,A
,Chelsea,Aston Villa,H
,Leeds,Liverpool,A
,Everton,Burnley,H
,Newcastle,Leeds,D
,Wolves,Brentford,A
,Burnley,Arsenal,A
,Liverpool,Crystal Palace,H
,Man City,Southampton,D
,Norwich,Watford,A
,Aston Villa,Everton,H
,Brighton,Leicester,H
,West Ham,Man United,A
,Tottenham,Chelsea,A
,Chelsea,Man City,A
,Man United,Aston Villa,A
,Everton,Norwich,H
,Leeds,West Ham,A
,Leicester,Burnley,D
,Watford,Newcastle,D
,Brentford,Liverpool,D
,Southampton,Wolves,A
,Arsenal,Tottenham,H
,Crystal Palace,Brighton,D
,Man United,Everton,D
,Burnley,Norwich,D
,Chelsea,Southampton,H
,Leeds,Watford,H
,Wolves,Newcastle,H
,Brighton,Arsenal,D
,Crystal Palace,Leicester,D
,Tottenham,Aston Villa,H
,West Ham,Brentford,A
,Liverpool,Man City,D
,Watford,Liverpool,A
,Aston Villa,Wolves,A
,Leicester,Man United,H
,Man City,Burnley,H
,Norwich,Brighton,D
,Southampton,Leeds,H
,Brentford,Chelsea,A
,Everton,West Ham,A
,Newcastle,Tottenham,A
,Arsenal,Crystal Palace,D
,Arsenal,Aston Villa,H
,Chelsea,Norwich,H
,Crystal Palace,Newcastle,D
,Everton,Watford,A
,Leeds,Wolves,D
,Southampton,Burnley,D
,Brighton,Man City,A
,Brentford,Leicester,A
,West Ham,Tottenham,H
,Man United,Liverpool,A
,Leicester,Arsenal,A
,Burnley,Brentford,H
,Liverpool,Brighton,D
,Man City,Crystal Palace,A
,Newcastle,Chelsea,A
,Watford,Southampton,A
,Tottenham,Man United,A
,Norwich,Leeds,A
,Aston Villa,West Ham,A
,Wolves,Everton,H
,Southampton,Aston Villa,H
,Man United,Man City,A
,Brentford,Norwich,A
,Chelsea,Burnley,D
,Crystal Palace,Wolves,H
,Brighton,Newcastle,D
,Arsenal,Watford,H
,Everton,Tottenham,D
,Leeds,Leicester,D
,West Ham,Liverpool,H
,Leicester,Chelsea,A
,Aston Villa,Brighton,H
,Burnley,Crystal Palace,D
,Newcastle,Brentford,D
,Norwich,Southampton,H
,Watford,Man United,H
,Wolves,West Ham,H
,Liverpool,Arsenal,H
,Man City,Everton,H
,Tottenham,Leeds,H
,Arsenal,Newcastle,H
,Crystal Palace,Aston Villa,A
,Liverpool,Southampton,H
,Norwich,Wolves,D
,Brighton,Leeds,D
,Brentford,Everton,H
,Leicester,Watford,H
,Man City,West Ham,H
,Chelsea,Man United,D
,Newcastle,Norwich,D
,Leeds,Crystal Palace,H
,Southampton,Leicester,D
,Watford,Chelsea,A
,West Ham,Brighton,D
,Wolves,Burnley,D
,Aston Villa,Man City,A
,Everton,Liverpool,A
,Tottenham,Brentford,H
,Man United,Arsenal,H
,West Ham,Chelsea,H
,Newcastle,Burnley,H
,Southampton,Brighton,D
,Wolves,Liverpool,A
,Watford,Man City,A
,Leeds,Brentford,D
,Man United,Crystal Palace,H
,Tottenham,Norwich,H
,Aston Villa,Leicester,H
,Everton,Arsenal,H
,Brentford,Watford,H
,Man City,Wolves,H
,Arsenal,Southampton,H
,Chelsea,Leeds,H
,Liverpool,Aston Villa,H
,Norwich,Man United,A
,Burnley,West Ham,D
,Leicester,Newcastle,H
,Crystal Palace,Everton,H
,Norwich,Aston Villa,A
,Man City,Leeds,H
,Brighton,Wolves,A
,Crystal Palace,Southampton,D
,Arsenal,West Ham,H
,Chelsea,Everton,D
,Liverpool,Newcastle,H
,Leeds,Arsenal,A
,Newcastle,Man City,A
,Wolves,Chelsea,D
,Tottenham,Liverpool,D
,Man City,Leicester,H
,Norwich,Arsenal,A
,Tottenham,Crystal Palace,H
,West Ham,Southampton,A
,Aston Villa,Chelsea,A
,Brighton,Brentford,H
,Newcastle,Man United,D
,Crystal Palace,Norwich,H
,Southampton,Tottenham,D
,Watford,West Ham,A
,Leicester,Liverpool,H
,Chelsea,Brighton,D
,Brentford,Man City,A
,Man United,Burnley,H
,Arsenal,Man City,A
,Watford,Tottenham,A
,Crystal Palace,West Ham,A
,Brentford,Aston Villa,H
,Everton,Brighton,A
,Leeds,Burnley,H
,Chelsea,Liverpool,D
,Man United,Wolves,A
,Southampton,Brentford,H
,West Ham,Norwich,H
,Brighton,Crystal Palace,D
,Man City,Chelsea,H
,Newcastle,Watford,D
,Norwich,Everton,H
,Wolves,Southampton,H
,Aston Villa,Man United,D
,Liverpool,Brentford,H
,West Ham,Leeds,A
,Brighton,Chelsea,D
,Leicester,Tottenham,A
,Brentford,Man United,A
,Watford,Norwich,A
,Everton,Aston Villa,A
,Brentford,Wolves,A
,Leeds,Newcastle,A
,Man United,West Ham,H
,Southampton,Man City,D
,Arsenal,Burnley,D
,Crystal Palace,Liverpool,A
,Leicester,Brighton,D
,Chelsea,Tottenham,H
,Burnley,Watford,D
,Newcastle,Everton,H
,West Ham,Watford,H
,Burnley,Man United,D
,Man City,Brentford,H
,Norwich,Crystal Palace,D
,Tottenham,Southampton,A
,Aston Villa,Leeds,D
,Liverpool,Leicester,H
,Wolves,Arsenal,A
,Man United,Southampton,D
,Brentford,Crystal Palace,D
,Everton,Leeds,H
,Watford,Brighton,A
,Norwich,Man City,A
